pincode,season,rain_disruptions_3m,aqi_disruptions_3m,heat_disruptions_3m,avg_claim_rate,platform,shift_type,imd_red_alert,worker_claim_history,flood_vulnerability,risk_label,disruption_hours
380001,summer,10,8,0,0.4584805565512443,swiggy,evening,0,0.5886436697160616,0.3,1,3.013470327808995
400001,summer,11,3,4,0.498403856339427,swiggy,morning,1,0.9231760284563298,0.8,2,5.225612684662503
500001,monsoon,5,5,1,0.07684206790362341,swiggy,night,0,0.7480893657031265,0.4,1,1.5703252556081857
380001,summer,8,1,2,0.4314820232377377,zepto,morning,1,0.666426614148913,0.3,1,3.942063960019615
400001,summer,15,1,1,0.1330106883644009,swiggy,night,0,0.5827214759837788,0.8,1,5.00432527177371
110001,winter,3,1,1,0.29540793744775384,blinkit,morning,1,0.4879479092570649,0.3,0,3.4351078711356084
302001,summer,2,9,2,0.25288641693460545,zepto,evening,1,0.1865638596346597,0.2,1,3.463936803155229
110001,monsoon,15,6,5,0.008994065786193828,zepto,morning,0,0.8947104554268656,0.3,2,1.8712823393704072
302001,winter,11,1,2,0.4663856399530474,zepto,morning,1,0.24853600201283632,0.2,1,4.101717053923456
560034,post_monsoon,10,1,6,0.039163527574609225,zepto,evening,1,0.09130887757816075,0.7,1,4.471271267745719
560034,winter,4,8,1,0.3441094597038679,zepto,evening,1,0.7500151792286952,0.7,1,4.066141000920159
560034,monsoon,17,6,7,0.39250341810413103,zepto,morning,0,0.1756155343311664,0.7,2,4.255922690539252
500001,winter,18,2,2,0.3976439245238421,zepto,evening,1,0.371895999541176,0.4,1,4.559906013679064
110001,winter,5,2,5,0.0677472594644224,swiggy,evening,1,0.028284928290979727,0.3,1,3.489489050957824
302001,monsoon,17,6,6,0.22378497525398605,blinkit,night,0,0.13706794254044807,0.2,2,3.3844078795429797
400001,winter,5,4,7,0.4147144352169899,blinkit,evening,0,0.17320363075991208,0.8,1,2.7904473543787183
560001,monsoon,3,9,7,0.15133960518937734,swiggy,evening,1,0.05441012775017795,0.6,2,4.661541277851203
400001,monsoon,11,5,0,0.2338743376873318,swiggy,morning,0,0.6566569566228452,0.8,2,3.997033387710023
560001,post_monsoon,18,7,2,0.1363969463499229,zepto,morning,0,0.8370077958031172,0.6,2,5.690535461939356
600001,summer,1,8,2,0.23177570894266208,zepto,night,0,0.37331540636594096,0.5,0,3.1751096869168545
400001,summer,16,0,1,0.44391896129644004,swiggy,morning,1,0.8745764767182007,0.8,2,6.191198882110344
380001,winter,10,2,6,0.22756211551638472,zepto,evening,1,0.2133465745601265,0.3,1,4.7886371932542335
380001,winter,10,6,0,0.2779560085371602,blinkit,evening,0,0.3253904235612395,0.3,1,3.687795380326204
411001,post_monsoon,15,5,3,0.20198814165154177,blinkit,evening,1,0.1507369930311684,0.5,1,5.792303871856472
110001,post_monsoon,1,6,3,0.23005859160166275,zepto,morning,0,0.6205591954189986,0.3,0,2.516726733302401
560001,post_monsoon,1,7,4,0.00758709952321085,zepto,evening,1,0.41986959087030684,0.6,1,3.839168997476242
560001,monsoon,7,5,2,0.141872754980228,zepto,evening,0,0.6132833468418987,0.6,1,2.3723724204542136
110001,post_monsoon,12,2,2,0.2182908608709122,blinkit,night,1,0.7616749053941836,0.3,1,3.622810960438199
500001,post_monsoon,9,1,0,0.31689848799636444,zepto,night,0,0.5457030160329485,0.4,1,2.3161576726533895
411001,winter,7,6,5,0.22502596527694607,swiggy,night,1,0.6276303549017879,0.5,1,4.917151024865083
500001,post_monsoon,3,0,3,0.16890852166078202,zepto,morning,1,0.9352503143943329,0.4,1,2.5725885661368593
500001,monsoon,14,2,4,0.1940493676720786,swiggy,evening,0,0.2990643096088431,0.4,1,3.1620995732857526
500001,monsoon,0,3,0,0.12114666460023327,zepto,evening,1,0.35916393863395313,0.4,1,2.3752617557290496
110001,winter,10,0,2,0.46224714138702644,zepto,evening,1,0.7177033617093369,0.3,1,3.5735490074107754
500001,post_monsoon,6,4,3,0.2608716128954573,blinkit,night,1,0.6113055170553867,0.4,1,4.671354719472047
380001,post_monsoon,16,9,6,0.006704726936061556,swiggy,evening,1,0.17853290453971482,0.3,2,5.87878794541465
560034,monsoon,19,2,4,0.009723129209773307,swiggy,evening,1,0.3761473100104902,0.7,2,6.361505366703917
600001,post_monsoon,17,1,1,0.4864808174760208,swiggy,evening,1,0.46783801312471496,0.5,1,6.260235561593362
560001,post_monsoon,11,2,3,0.11072544568662251,blinkit,evening,1,0.41938983796838936,0.6,1,5.162832618998789
560001,post_monsoon,8,7,4,0.40280414440715734,swiggy,evening,1,0.1782748083220408,0.6,1,5.2668277505281225
600001,summer,4,5,0,0.02913765078028724,blinkit,morning,0,0.9244300917842623,0.5,1,3.1713876333337763
110001,winter,9,6,1,0.46058136834727453,zepto,evening,1,0.7623187616939758,0.3,1,4.178689435076143
400001,summer,3,5,4,0.4372085018333392,zepto,morning,0,0.48135583210785227,0.8,1,3.8081202314849665
110001,winter,4,5,4,0.28554658121725734,swiggy,evening,1,0.6800610283068366,0.3,1,3.9224643208827925
560001,monsoon,9,2,7,0.004499328641627887,zepto,morning,0,0.8972826721355218,0.6,2,3.2772275131801143
560001,post_monsoon,10,7,7,0.1289054370116688,zepto,evening,1,0.13617414236157122,0.6,2,4.801903341977058
600001,winter,9,6,7,0.20341132369923248,swiggy,evening,0,0.2503730507069777,0.5,1,3.4563458820563544
500001,summer,7,6,2,0.23003205837378088,zepto,evening,0,0.542701247256645,0.4,1,3.4186266233208418
110001,post_monsoon,1,5,5,0.148839379281186,swiggy,evening,1,0.7990103713523586,0.3,1,3.4598840347377435
302001,monsoon,7,4,3,0.016473934122764988,swiggy,night,0,0.03625489544152738,0.2,1,2.9051251955586572
600001,winter,15,9,2,0.29506370296327106,zepto,evening,1,0.9840181501963605,0.5,2,5.904799896713419
380001,winter,4,7,6,0.26207733384737797,zepto,morning,1,0.45490660288239715,0.3,1,4.089650236366118
560001,winter,2,4,1,0.14150031771453886,zepto,night,0,0.359231140621723,0.6,0,1.9968561230810273
600001,post_monsoon,11,8,5,0.018987983784803264,zepto,night,1,0.29272443783977187,0.5,1,5.550791980320182
110001,summer,12,8,4,0.4972970936109701,zepto,evening,0,0.17435670765087163,0.3,1,4.0527062026074905
560001,summer,12,0,2,0.24099309341320296,blinkit,morning,0,0.7915739089300279,0.6,1,4.053212293700521
400001,winter,9,5,7,0.37800212088703855,zepto,morning,1,0.9554141647460965,0.8,2,5.801536520962044
600001,monsoon,3,6,5,0.22615701752566775,blinkit,night,1,0.4136447548453982,0.5,1,3.9159739187193545
411001,monsoon,8,2,6,0.02158514543147072,swiggy,morning,1,0.9524206947534563,0.5,2,3.9025845043153633
560001,summer,1,6,3,0.15480037254275003,zepto,evening,1,0.8237976154350342,0.6,1,3.9371133636420987
110001,monsoon,18,6,6,0.1600550705029506,zepto,evening,1,0.4810511274763183,0.3,2,5.044898079230634
560034,summer,0,1,1,0.419176452024508,zepto,evening,0,0.6740261791261327,0.7,0,2.028402975867789
302001,winter,6,6,0,0.3271149889999372,swiggy,evening,0,0.43498417917046295,0.2,0,1.1968883923300517
700001,summer,16,0,2,0.13771495181973642,blinkit,evening,1,0.5587234082125524,0.65,2,5.19066638598567
500001,summer,2,4,7,0.483869977329543,blinkit,night,1,0.05804633701850381,0.4,1,3.826402950278388
700001,winter,19,8,1,0.1607709161989357,zepto,evening,1,0.6962634753005331,0.65,2,7.4706970457509945
110001,monsoon,19,6,0,0.49911701291436017,zepto,evening,0,0.05282464448413671,0.3,2,4.205576080634015
380001,summer,2,6,7,0.4980818465851316,zepto,night,0,0.8170849469196495,0.3,1,1.832384394809816
380001,summer,2,1,7,0.0956052588733709,zepto,night,0,0.8249469294605575,0.3,0,1.3994478361745875
560034,winter,16,7,7,0.15637055809420009,swiggy,night,1,0.2370772875562146,0.7,2,6.93016419500559
500001,monsoon,6,2,2,0.2430220992423271,zepto,morning,1,0.32366278103580026,0.4,1,3.9766583536258464
411001,summer,13,7,1,0.3320503355739455,swiggy,morning,0,0.4813103785582933,0.5,1,3.4816120608623766
560034,winter,16,2,7,0.26402372450189965,zepto,evening,1,0.5966629069324815,0.7,2,4.978458189075522
700001,summer,17,9,6,0.4847207345661284,blinkit,evening,1,0.2873536617419967,0.65,2,6.3915557254354445
560034,post_monsoon,12,6,1,0.36199458211784574,blinkit,evening,0,0.592486404631925,0.7,1,4.422834812060144
700001,winter,19,1,5,0.1060224246914872,zepto,morning,0,0.29778707322929887,0.65,1,5.380091834687175
560001,monsoon,19,3,6,0.05254877510681916,zepto,evening,1,0.05549072107106068,0.6,2,6.567179845364492
380001,monsoon,17,5,2,0.34420064535467837,swiggy,evening,0,0.0025275498319089484,0.3,2,4.217188281420023
560001,monsoon,3,8,7,0.0792262200903815,zepto,morning,1,0.1011510579184286,0.6,2,4.101559189282813
302001,monsoon,0,4,1,0.39383842016787707,zepto,night,0,0.7922507001640182,0.2,1,0.964635550239496
500001,summer,17,8,4,0.15551833363016848,zepto,morning,0,0.9614313123833371,0.4,2,4.582742429728605
411001,summer,0,4,2,0.16344663152780325,blinkit,evening,1,0.42696619928121926,0.5,1,3.022161580635551
700001,monsoon,12,9,1,0.005399196194755984,swiggy,morning,1,0.5126839534499428,0.65,2,5.61522004706134
411001,monsoon,19,7,5,0.35050563354752035,blinkit,night,0,0.14684816907342613,0.5,2,4.936661111451982
700001,monsoon,19,0,7,0.05663487653234289,swiggy,night,1,0.551031352680157,0.65,2,6.63061817405743
110001,summer,9,6,0,0.38644028873175906,blinkit,night,0,0.14465490200697684,0.3,1,2.3975242555434275
560034,monsoon,10,3,7,0.2459339109586034,zepto,night,1,0.6112143311988301,0.7,2,5.295903633609631
302001,monsoon,8,4,0,0.39213990747728455,blinkit,night,0,0.9332586675808539,0.2,1,2.877494817170804
380001,post_monsoon,8,5,4,0.29196326959887065,blinkit,night,0,0.1956985393030396,0.3,1,2.3403293445594344
700001,post_monsoon,4,4,2,0.04121663600949538,swiggy,evening,0,0.764563718057102,0.65,1,2.9536414935252098
411001,monsoon,0,0,5,0.38282616835259153,swiggy,evening,1,0.023502422818324042,0.5,1,2.947145959512156
302001,winter,16,8,1,0.03489974244737487,blinkit,morning,0,0.375497241321621,0.2,1,3.706104185921931
400001,monsoon,1,1,1,0.23935086028466612,swiggy,evening,0,0.11074850783050905,0.8,1,3.484239082167005
400001,post_monsoon,12,8,0,0.08617460707248165,swiggy,night,0,0.35247544159569943,0.8,1,5.15287665451703
560001,winter,8,9,5,0.3761675889889425,swiggy,evening,0,0.1735369196388835,0.6,1,3.114908950131321
380001,winter,3,1,6,0.4557956139030633,swiggy,morning,1,0.3733049901228874,0.3,1,3.7142099232865453
110001,monsoon,4,8,4,0.2770630816791371,swiggy,night,1,0.41752280610753034,0.3,1,3.937406730598744
411001,post_monsoon,10,5,0,0.26357364714959025,blinkit,evening,0,0.3005911227809184,0.5,1,3.3132128181735157
560034,post_monsoon,18,8,0,0.38198159816280897,swiggy,evening,0,0.6566219494731291,0.7,2,6.274721252819412
560034,winter,2,5,4,0.0025394064878636047,zepto,morning,1,0.9188520512589097,0.7,1,4.010655018437469
411001,monsoon,11,5,2,0.45887932131758036,blinkit,night,0,0.40059537410527235,0.5,1,4.507850046440302
500001,summer,18,1,1,0.09872440854556586,blinkit,morning,1,0.19234315647502143,0.4,1,5.546651321283781
110001,summer,18,7,2,0.4920594419131186,blinkit,night,0,0.27072275819598335,0.3,1,4.802779423503089
302001,post_monsoon,12,2,5,0.3681269739802311,swiggy,night,1,0.854000823496369,0.2,1,5.633751055793325
700001,summer,6,6,6,0.3871255738503355,zepto,evening,0,0.5716397232701479,0.65,1,3.540045769405543
500001,post_monsoon,14,4,7,0.3281014901868033,swiggy,morning,1,0.4550110323069573,0.4,2,5.151584049979913
700001,post_monsoon,6,2,3,0.23583159139258014,blinkit,morning,1,0.1496367215089267,0.65,1,4.01648519770296
700001,post_monsoon,7,0,3,0.28581384668058274,blinkit,morning,1,0.44972730832378194,0.65,1,4.439714771615392
500001,summer,4,7,3,0.023201443007562828,blinkit,night,0,0.27849200335738666,0.4,1,1.9819141123663342
560001,post_monsoon,13,2,4,0.31197975471600714,blinkit,morning,1,0.9431631278533492,0.6,2,5.356515785266028
400001,winter,3,1,0,0.31304905099352337,swiggy,night,1,0.8840701094157313,0.8,1,5.897342065236667
700001,monsoon,9,0,6,0.44560039870090473,zepto,morning,0,0.08390254182819801,0.65,1,3.3597989772874293
500001,monsoon,19,3,2,0.2528281787151097,zepto,morning,0,0.5166534892612429,0.4,2,4.073156242037949
500001,post_monsoon,14,7,7,0.038572187043030504,blinkit,evening,0,0.22505834551467208,0.4,1,3.895140961588584
600001,monsoon,17,2,1,0.1530979602410406,zepto,morning,0,0.4107770895242906,0.5,2,4.044064300378433
560001,summer,19,0,3,0.32781470605715873,blinkit,evening,1,0.8768479982514564,0.6,2,6.674200936570814
380001,summer,12,3,2,0.11962943137573195,blinkit,evening,0,0.5275145198885448,0.3,1,2.95488770104992
600001,monsoon,7,8,3,0.14026391092770046,zepto,night,0,0.33421529337075984,0.5,1,4.154444046706569
600001,summer,8,0,6,0.4102345081804267,blinkit,morning,0,0.20788835410499706,0.5,1,2.5419503579744744
411001,monsoon,15,1,3,0.2921598658813545,zepto,morning,0,0.8003248594064892,0.5,2,3.7242103614865516
400001,monsoon,18,8,1,0.25426371588678626,blinkit,morning,0,0.6245180153643471,0.8,2,5.451607807138793
500001,monsoon,15,1,7,0.15922598340290217,zepto,evening,0,0.4680654604262312,0.4,2,3.3583090488693657
400001,post_monsoon,6,2,5,0.3654640179665167,blinkit,morning,0,0.21748435386297804,0.8,1,2.633214885789273
110001,monsoon,13,6,5,0.14385921724501466,zepto,night,1,0.3342463741571313,0.3,2,3.885094908070066
411001,post_monsoon,13,2,6,0.3685317588220876,blinkit,night,1,0.9598434267385185,0.5,2,5.462336676849474
380001,monsoon,3,8,5,0.035050740133721,blinkit,morning,1,0.5200899376058343,0.3,1,2.7772796850395314
400001,monsoon,14,5,4,0.4322706707910418,blinkit,evening,1,0.40069928124325294,0.8,2,6.70298274959151
560034,monsoon,2,2,0,0.2497832316879664,zepto,night,1,0.5214220423483239,0.7,1,3.849751575077607
700001,summer,4,8,4,0.219254008349485,swiggy,night,0,0.7789885058996087,0.65,1,3.8197644860817093
110001,post_monsoon,0,0,2,0.30551170577096226,blinkit,evening,0,0.3401089365028688,0.3,0,0.03829778964307018
560001,post_monsoon,2,9,4,0.3120960364481352,blinkit,night,0,0.17870612093260885,0.6,1,3.299125406840683
380001,monsoon,14,2,2,0.06601758844499778,zepto,evening,0,0.5849361183390478,0.3,1,3.3657999771395306
110001,monsoon,7,0,2,0.3781167949081066,blinkit,night,1,0.6652041034810672,0.3,1,3.6312581126408836
700001,summer,3,1,0,0.13796414897503145,blinkit,evening,1,0.7127180029585496,0.65,1,4.56194943344567
411001,summer,1,7,1,0.452480940084957,blinkit,night,0,0.8819875907661296,0.5,1,2.385143533544567
700001,summer,9,6,7,0.40892533170741624,blinkit,morning,0,0.37117412068911304,0.65,1,2.6760805583003924
600001,post_monsoon,3,1,6,0.17313302076737425,swiggy,night,1,0.0753548962288918,0.5,1,3.774554045345193
700001,post_monsoon,2,1,0,0.40386964660035723,swiggy,night,1,0.9583485836309422,0.65,1,4.009836306288026
600001,post_monsoon,1,8,6,0.1781952496499521,blinkit,morning,1,0.4350119274374752,0.5,1,3.8276874584793625
411001,monsoon,16,5,5,0.05047384081802031,blinkit,morning,0,0.6232575096731313,0.5,2,3.9791135461605625
302001,post_monsoon,19,4,5,0.480944119362854,blinkit,morning,0,0.6663053231282923,0.2,1,3.669540338503358
600001,winter,12,9,4,0.32630100760772,swiggy,morning,1,0.5465137087012035,0.5,2,6.429029888324551
560001,winter,4,5,2,0.22804976333129584,swiggy,evening,1,0.2052575297362701,0.6,1,3.94004607771305
700001,summer,8,8,3,0.19888667576551983,zepto,evening,0,0.7551430501161415,0.65,1,3.079794262971974
700001,post_monsoon,5,6,3,0.162352667129132,zepto,night,0,0.8037519743040816,0.65,1,2.565868656518977
560001,winter,4,9,6,0.49072379771456465,blinkit,night,0,0.5529755860174398,0.6,1,3.2823520414056597
560034,summer,9,9,2,0.0673736325654537,blinkit,night,0,0.48856116058484156,0.7,1,5.18542526472183
500001,post_monsoon,7,8,6,0.15740252946028416,swiggy,evening,1,0.11393818312798532,0.4,1,5.652425361039077
302001,monsoon,6,3,0,0.24274882014133176,blinkit,night,1,0.08395166149978384,0.2,1,3.6251157547247725
380001,winter,6,1,1,0.2389997725271557,blinkit,night,1,0.3395648455635287,0.3,1,2.909377025699665
600001,monsoon,5,7,7,0.23568324220392173,swiggy,evening,0,0.31084615551739325,0.5,1,2.512454122312489
560001,post_monsoon,19,3,0,0.08789190791519091,swiggy,night,0,0.9536564509632712,0.6,1,5.387918664382852
411001,winter,2,8,2,0.07246626355475028,swiggy,evening,0,0.7836227424434298,0.5,1,3.2658177149839194
600001,post_monsoon,18,3,2,0.12738379316431003,swiggy,evening,1,0.6599242952590599,0.5,2,5.679001502773333
500001,monsoon,14,7,1,0.457263076901028,zepto,morning,1,0.5176480890176051,0.4,2,6.212225247453636
411001,winter,3,8,6,0.056526483917255066,swiggy,morning,1,0.16736753072665134,0.5,1,4.1352199134981396
110001,monsoon,11,8,4,0.3787125516866624,swiggy,evening,0,0.9784566721842839,0.3,2,3.7071419880506875
700001,post_monsoon,5,9,4,0.37877419656668565,blinkit,evening,0,0.37504069824021,0.65,1,4.1727334932796705
110001,post_monsoon,18,3,1,0.40488520194863115,blinkit,morning,1,0.1069256024472448,0.3,1,4.659116075513209
600001,monsoon,3,0,4,0.44330774449467775,blinkit,night,0,0.4937988957157461,0.5,1,2.175719383266738
500001,winter,14,2,3,0.13151808876946514,zepto,night,1,0.8739980116130832,0.4,1,5.714321272007277
302001,monsoon,8,8,4,0.11227973463444818,swiggy,night,1,0.8872910017773294,0.2,2,3.819667489819669
600001,post_monsoon,4,3,4,0.23275283326373986,swiggy,evening,1,0.010965916056447256,0.5,1,3.3717092822113828
560001,monsoon,12,4,4,0.13254458437601807,zepto,morning,1,0.8862957447513997,0.6,2,5.747392717665049
400001,post_monsoon,17,6,3,0.36715499449155375,swiggy,night,0,0.2714842174998585,0.8,2,5.616721639521991
600001,monsoon,4,4,6,0.3179697883707168,blinkit,morning,0,0.038972363968423074,0.5,1,2.33634798436281
700001,winter,15,3,4,0.43749384402632574,zepto,morning,0,0.8477902703628744,0.65,1,4.4988936450201225
700001,winter,18,1,5,0.04136915174353578,swiggy,evening,0,0.8638667559882083,0.65,2,3.9148529971220745
600001,monsoon,13,1,3,0.4575416666790374,zepto,night,0,0.59623107984235,0.5,1,3.75223766142527
411001,monsoon,15,3,1,0.14667431333504477,zepto,morning,0,0.5744337572963584,0.5,2,4.846298927670176
400001,winter,14,9,0,0.245347172963492,swiggy,evening,1,0.8131202726214194,0.8,2,6.542662105107965
560001,post_monsoon,3,9,1,0.21930571796982185,blinkit,evening,0,0.7863095527102798,0.6,1,2.7357915347748447
600001,winter,6,8,0,0.38015582555221195,swiggy,evening,0,0.8901054734427041,0.5,1,3.286280871995442
411001,post_monsoon,15,7,7,0.21016665471592128,swiggy,night,0,0.5527474475967035,0.5,2,5.872938725144502
700001,monsoon,7,2,1,0.4717765728247047,blinkit,night,1,0.9676470927328087,0.65,2,5.249941636776735
700001,monsoon,16,8,5,0.45126694131928774,swiggy,evening,0,0.9961468309333384,0.65,2,5.102912607635351
500001,post_monsoon,15,4,0,0.43608057598475325,swiggy,night,1,0.11654460999863259,0.4,1,5.369799409026069
600001,monsoon,9,2,0,0.03562916632411395,swiggy,night,0,0.8495437595541221,0.5,1,3.649423437808374
400001,post_monsoon,9,4,2,0.42712903077696973,zepto,morning,0,0.499822257748589,0.8,1,3.6953123762354605
560034,summer,1,9,0,0.39081772272160525,zepto,evening,0,0.3875663382998321,0.7,1,3.4558713033322017
400001,winter,8,3,0,0.0517564735030655,zepto,evening,1,0.613072309882715,0.8,1,4.841272495552905
700001,summer,16,7,2,0.053707162718110935,swiggy,night,1,0.055965557262007026,0.65,2,7.012457334609272
700001,post_monsoon,10,4,4,0.050581905758770584,blinkit,evening,0,0.5064611187670799,0.65,1,3.703022803892892
110001,winter,9,9,4,0.00566629660224377,zepto,evening,0,0.8708905700266667,0.3,1,3.2503470626214623
700001,post_monsoon,16,7,2,0.2743171525972918,blinkit,evening,0,0.2134615161389688,0.65,1,4.8705619575659345
560001,winter,3,8,3,0.48669714571802164,swiggy,night,1,0.4263898947694251,0.6,1,4.899343354676657
380001,winter,15,3,7,0.21934235144989678,zepto,night,1,0.9394808877148755,0.3,2,4.8626590417052515
600001,winter,19,6,0,0.2703787509436782,swiggy,night,0,0.4285638378056973,0.5,1,6.02898584301413
400001,winter,14,1,0,0.48398489838497777,blinkit,morning,1,0.3583676323323983,0.8,1,6.809433794901107
380001,post_monsoon,4,5,2,0.12759111438711535,zepto,evening,1,0.4405366481233782,0.3,1,2.8478556688486276
